filial	dt	sku_norm	linha	qtd	valor	margem	custo	vendedor	cliente	ped_app	categorias	sub_categorias
18	19/12/2019	cel1	CL	1	2815	-39,56999969	2747,530029	V1065871	H521524	1	CL - SMARTPHONE	CL - PREMIUM
33	04/12/2019	lavaseca110kg	LB	1	2678,310059	527,6699829	2673,590088	V000186	X8102100	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/11/2019	cel3	CL	1	3274,100098	577,7800293	2744,679932	V000186	W050335	0	CL - SMARTPHONE	CL - PREMIUM
69	02/01/2020	cel4	CL	1	3227,26001	429,3699951	3127,199951	V87387611	H545252	1	CL - SMARTPHONE	CL - PREMIUM
14	02/11/2019	cel5	CL	1	3694,540039	361,4100037	2744,47998	V000186	X450455	0	CL - SMARTPHONE	CL - PREMIUM
33	02/01/2020	tv55	VD	1	2499	198,4700012	2455,169922	V103811	I0881020	1	VD - TV 55 - 58	VD - TV 55 - 58
66	29/11/2019	lavaseca210kg	LB	1	2678,310059	429,6000061	1933,290039	V000186	H4544381	0	LB - LAVANDERIA	LB - LAVA & SECA
40	24/11/2019	cel1	CL	1	2842,909912	371,7000122	2711,179932	V101355	M3810530	1	CL - SMARTPHONE	CL - PREMIUM
87	04/12/2019	lavaseca110kg	LB	1	2652,439941	11,06999969	1918,579956	V111333	H455385	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/11/2019	cel3	CL	1	3374,100098	397,6199951	2744,679932	V000186	H430203	0	CL - SMARTPHONE	CL - PREMIUM
7A	18/11/2019	cel4	CL	1	3601,030029	78,88999939	3696,320068	V8731801	N05848181	1	CL - SMARTPHONE	CL - PREMIUM
31	11/12/2019	cel5	CL	1	4356,209961	876,5100098	3331,560059	V1187455	H503050	0	CL - SMARTPHONE	CL - PREMIUM
5A	04/01/2020	tv55	VD	1	2499	314,0899963	1759,5	V000186	Z55281581	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2678	396,8099976	2704,709961	V105338	O341052	0	LB - LAVANDERIA	LB - LAVA & SECA
7D	13/11/2019	cel1	CL	1	2699	324,9700012	2711,179932	V1187013	H400830	1	CL - SMARTPHONE	CL - PREMIUM
19	06/12/2019	lavaseca110kg	LB	1	2678	248,4400024	2680,679932	V110511	Z8120324	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/11/2019	cel3	CL	1	3274,100098	315,8699951	2744,679932	V000186	N504335	0	CL - SMARTPHONE	CL - PREMIUM
3	22/12/2019	cel4	CL	1	3331,72998	-52,74000168	3331,560059	V103134	H520523	1	CL - SMARTPHONE	CL - PREMIUM
7A	21/11/2019	cel5	CL	1	3675,050049	167,1900024	3696,679932	V111451	W2081538	0	CL - SMARTPHONE	CL - PREMIUM
9D	04/01/2020	tv55	VD	1	2386,219971	288,1600037	2308,76001	V8731013	H5488184	0	VD - TV 55 - 58	VD - TV 55 - 58
33	12/12/2019	lavaseca210kg	LB	1	2650	226,9499969	2704,709961	V104151	K5054812	0	LB - LAVANDERIA	LB - LAVA & SECA
79	07/12/2019	cel1	CL	1	2854,379883	337,2099915	2535,139893	V87313874	H40481581	1	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2678,310059	324,4599915	2658,689941	V000186	M250500	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/11/2019	cel3	CL	1	3374,100098	876,5200195	2744,679932	V87387510	K81181058	1	CL - SMARTPHONE	CL - PREMIUM
2B	30/11/2019	cel4	CL	1	3439,23999	465,9500122	3270,959961	V110811	Z352000	1	CL - SMARTPHONE	CL - PREMIUM
14	10/11/2019	cel5	CL	1	3694,76001	513,4400024	2744,47998	V101031	W08528181	0	CL - SMARTPHONE	CL - PREMIUM
84	03/01/2020	tv55	VD	1	2500	389,7399902	1764,77002	V873878781	B0358138	1	VD - TV 55 - 58	VD - TV 55 - 58
66	26/11/2019	lavaseca210kg	LB	1	2699,100098	547,3499756	1925,599976	V000186	H43815818	0	LB - LAVANDERIA	LB - LAVA & SECA
1	17/11/2019	cel1	CL	1	2814,48999	346,7200012	2535,139893	V106144	L5588140	1	CL - SMARTPHONE	CL - PREMIUM
33	19/11/2019	lavaseca110kg	LB	1	2899	404,8099976	2584,48999	V87310487	Z0581055	1	LB - LAVANDERIA	LB - LAVA & SECA
14	30/11/2019	cel3	CL	1	3499	562,0200195	2744,699951	V106380	H4812205	0	CL - SMARTPHONE	CL - PREMIUM
14	20/11/2019	cel4	CL	1	3599,810059	590,2000122	2744,47998	V000186	L545851	0	CL - SMARTPHONE	CL - PREMIUM
5B	30/12/2019	cel5	CL	1	3250	286,9200134	2989,449951	V1187540	N030342	1	CL - SMARTPHONE	CL - PREMIUM
84	03/01/2020	tv55	VD	1	2416,47998	258,6499939	1764,77002	V8731003	H153505	1	VD - TV 55 - 58	VD - TV 55 - 58
87	19/12/2019	lavaseca210kg	LB	1	2799	615,8400269	1918,680054	V101155	H5105581	1	LB - LAVANDERIA	LB - LAVA & SECA
5	18/12/2019	cel1	CL	1	2699	226,4299927	2141,73999	V000186	H515148	0	CL - SMARTPHONE	CL - PREMIUM
33	15/11/2019	lavaseca110kg	LB	1	2937	337,7099915	2584,48999	V111061	B3581214	1	LB - LAVANDERIA	LB - LAVA & SECA
16	09/11/2019	cel3	CL	1	3936,360107	547,2700195	3331,560059	V105303	H405355	0	CL - SMARTPHONE	CL - PREMIUM
18	07/11/2019	cel4	CL	1	3500	44,33000183	3270,939941	V108180	B855813	1	CL - SMARTPHONE	CL - PREMIUM
7B	26/12/2019	cel5	CL	1	3378,659912	-335,5499878	3298,800049	V1187160	B08138128	1	CL - SMARTPHONE	CL - PREMIUM
31	06/11/2019	tv55	VD	2	5574	769,8200073	4910,339844	V118787587	M58152815	1	VD - TV 55 - 58	VD - TV 55 - 58
33	09/12/2019	lavaseca210kg	LB	1	2678	499,5499878	2704,709961	V111888	Z8112581	0	LB - LAVANDERIA	LB - LAVA & SECA
5	27/12/2019	cel1	CL	1	2814,389893	585,3800049	2141,73999	V106336	H505085	0	CL - SMARTPHONE	CL - PREMIUM
33	15/11/2019	lavaseca110kg	LB	1	2936,72998	352,4100037	2584,48999	V111061	I05818105	0	LB - LAVANDERIA	LB - LAVA & SECA
12	27/12/2019	cel3	CL	1	3856,060059	657,1799927	3129,370117	V110644	N8185233	0	CL - SMARTPHONE	CL - PREMIUM
18	22/11/2019	cel4	CL	1	3756,080078	323,230011	3270,949951	V108180	B544208	0	CL - SMARTPHONE	CL - PREMIUM
75	22/12/2019	cel5	CL	1	3360,139893	284,6799927	3041,639893	V1048781	X842501	1	CL - SMARTPHONE	CL - PREMIUM
33	25/11/2019	tv55	VD	1	3126	404,5599976	2455,169922	V108033	H410525	0	VD - TV 55 - 58	VD - TV 55 - 58
66	09/11/2019	lavaseca210kg	LB	1	2719,719971	175,8399963	1918,199951	V1187013	B055030	1	LB - LAVANDERIA	LB - LAVA & SECA
5	20/12/2019	cel1	CL	1	2699	489,1000061	2141,73999	V000186	B8181150	0	CL - SMARTPHONE	CL - PREMIUM
33	07/12/2019	lavaseca110kg	LB	1	2869,689941	316,5799866	2687,189941	V101531	K4008101	1	LB - LAVANDERIA	LB - LAVA & SECA
18	20/12/2019	cel3	CL	1	3321,409912	41,81999969	3227,949951	V110310	M254535	1	CL - SMARTPHONE	CL - PREMIUM
41	30/11/2019	cel4	CL	1	3500	560,4899902	3331,560059	V873108787	H481181815	1	CL - SMARTPHONE	CL - PREMIUM
4B	11/11/2019	cel5	CL	1	4669,629883	1152,910034	3331,560059	V108813	B2305581	0	CL - SMARTPHONE	CL - PREMIUM
18	02/01/2020	tv55	VD	1	2704,52002	385,5299988	2468,360107	V110416	L513583	0	VD - TV 55 - 58	VD - TV 55 - 58
33	23/12/2019	lavaseca210kg	LB	1	2965,370117	412,4599915	2704,709961	V000186	L1813448	0	LB - LAVANDERIA	LB - LAVA & SECA
51	13/11/2019	cel1	CL	1	2700	298,8599854	2535,139893	V111351	X045080	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678,310059	314,8399963	2663,320068	V87387306	Y441355	1	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	108,8600006	2704,040039	V000186	H2018810	0	CL - SMARTPHONE	CL - PREMIUM
14	11/11/2019	cel4	CL	1	3428,02002	478,1700134	2744,47998	V000186	L1815180	0	CL - SMARTPHONE	CL - PREMIUM
14	12/11/2019	cel5	CL	1	3428	660,8900146	2744,47998	V87387013	M0508181	1	CL - SMARTPHONE	CL - PREMIUM
60	04/01/2020	tv55	VD	1	2499	191,2899933	2381,98999	V106380	N304585	0	VD - TV 55 - 58	VD - TV 55 - 58
33	11/12/2019	lavaseca210kg	LB	1	2774,959961	340,3599854	2704,709961	V873878785	K8155325	0	LB - LAVANDERIA	LB - LAVA & SECA
1A	30/12/2019	cel1	CL	1	2815	566,2199707	2141,73999	V8738787878	O084055	1	CL - SMARTPHONE	CL - PREMIUM
33	05/11/2019	lavaseca110kg	LB	1	2949	303,75	2584,48999	V111131	B8481005	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	108,8600006	2704,040039	V000186	I013508	0	CL - SMARTPHONE	CL - PREMIUM
4B	03/12/2019	cel4	CL	1	3845	540,4099731	3331,560059	V111381	B000831	1	CL - SMARTPHONE	CL - PREMIUM
1	22/12/2019	cel5	CL	1	2482,810059	-861,7299805	3041,639893	V105814	H520004	0	CL - SMARTPHONE	CL - PREMIUM
33	01/11/2019	tv55	VD	1	2426,360107	-16,95999908	2455,169922	V105614	K808208	1	VD - TV 55 - 58	VD - TV 55 - 58
33	03/12/2019	lavaseca210kg	LB	1	2678,310059	92,77999878	2704,709961	V000186	H4821281	0	LB - LAVANDERIA	LB - LAVA & SECA
3A	26/12/2019	cel1	CL	1	2814,610107	508,3099976	2141,73999	V1187318	H535454	1	CL - SMARTPHONE	CL - PREMIUM
33	28/11/2019	lavaseca110kg	LB	1	2680,870117	321,1300049	2656,75	V8731840	L158540	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	108,8600006	2704,040039	V000186	M404504	0	CL - SMARTPHONE	CL - PREMIUM
31	27/12/2019	cel4	CL	1	3315	177,8399963	3157,280029	V1187455	B532050	1	CL - SMARTPHONE	CL - PREMIUM
52	02/01/2020	cel5	CL	1	3221,02002	-122,5	3515,780029	V111313	O554553	1	CL - SMARTPHONE	CL - PREMIUM
84	24/12/2019	tv55	VD	1	2583,879883	202,0099945	1766,800049	V8731868	H533540	1	VD - TV 55 - 58	VD - TV 55 - 58
33	03/12/2019	lavaseca210kg	LB	1	2678,310059	170,2200012	2704,709961	V1111871	O4048140	1	LB - LAVANDERIA	LB - LAVA & SECA
10	01/11/2019	cel1	CL	1	2841,949951	504,7099915	2535,139893	V873873876	B1818405	0	CL - SMARTPHONE	CL - PREMIUM
33	02/12/2019	lavaseca110kg	LB	1	2678,310059	384,9200134	2669,72998	V001031	K805080	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	108,8600006	2704,040039	V000186	H532088	0	CL - SMARTPHONE	CL - PREMIUM
14	30/12/2019	cel4	CL	1	3199	-78,63999939	2703,830078	V873873873	N551030	0	CL - SMARTPHONE	CL - PREMIUM
25	04/12/2019	cel5	CL	1	3199	-10,57999992	3272,149902	V1103687	M340553	0	CL - SMARTPHONE	CL - PREMIUM
84	29/12/2019	tv55	VD	1	2600	366,25	1765,660034	V8731868	H541128	1	VD - TV 55 - 58	VD - TV 55 - 58
46	29/11/2019	lavaseca210kg	LB	1	2678	396,8099976	2704,709961	V1087861	L011300	0	LB - LAVANDERIA	LB - LAVA & SECA
71	16/11/2019	cel1	CL	1	2841,949951	291,7600098	2267,409912	V000186	X5405813	0	CL - SMARTPHONE	CL - PREMIUM
61	29/11/2019	lavaseca110kg	LB	1	2678	449,6099854	2614,050049	V111161	N442858	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	50,88999939	2704,040039	V000186	B4881301	0	CL - SMARTPHONE	CL - PREMIUM
31	29/12/2019	cel4	CL	1	3318,129883	429,0100098	3152,550049	V1014087	H5411281	0	CL - SMARTPHONE	CL - PREMIUM
2	21/11/2019	cel5	CL	1	4696	1117,810059	3331,560059	V10338787	K305255	1	CL - SMARTPHONE	CL - PREMIUM
42	29/11/2019	tv55	VD	1	4599	1695,380005	2455,169922	V8731543	O5813240	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2680	398,6300049	2704,709961	V1061187	H45813581	1	LB - LAVANDERIA	LB - LAVA & SECA
2	02/11/2019	cel1	CL	1	2841,02002	463,9899902	2535,139893	V1048710	H302044	1	CL - SMARTPHONE	CL - PREMIUM
61	29/11/2019	lavaseca110kg	LB	1	2699	406,6099854	2614,050049	V87318754	K1050815	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	-65,06999969	2704,040039	V000186	H533023	0	CL - SMARTPHONE	CL - PREMIUM
7D	21/12/2019	cel4	CL	1	3789,610107	456,2799988	3227,719971	V1187535	W8581230	1	CL - SMARTPHONE	CL - PREMIUM
1B	30/11/2019	cel5	CL	1	3499	465,1900024	3331,560059	V1187443	M425055	1	CL - SMARTPHONE	CL - PREMIUM
9D	02/11/2019	tv55	VD	1	2622,72998	281,519989	2311,97998	V8731013	B580881	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2569	154,2200012	2704,709961	V106380	N8100400	0	LB - LAVANDERIA	LB - LAVA & SECA
1B	15/12/2019	cel1	CL	1	2941,649902	823,5800171	2141,73999	V87387134	Z885258	1	CL - SMARTPHONE	CL - PREMIUM
61	29/11/2019	lavaseca110kg	LB	1	2678	356,8099976	2614,050049	V111161	M430308	0	LB - LAVANDERIA	LB - LAVA & SECA
52	31/12/2019	cel3	CL	1	3318,98999	25,04999924	3534,939941	V1187035	H543810	1	CL - SMARTPHONE	CL - PREMIUM
14	26/11/2019	cel4	CL	1	3274,100098	560,5700073	2744,47998	V000186	Y508504	0	CL - SMARTPHONE	CL - PREMIUM
9	11/11/2019	cel5	CL	1	4854,209961	1327,180054	3331,560059	V873878783	O834258	0	CL - SMARTPHONE	CL - PREMIUM
7D	29/12/2019	tv55	VD	1	2800	385,269989	2469,800049	V87387434	M81281430	1	VD - TV 55 - 58	VD - TV 55 - 58
33	03/12/2019	lavaseca210kg	LB	1	2678,310059	170,2200012	2704,709961	V873875874	Z0811020	0	LB - LAVANDERIA	LB - LAVA & SECA
18	11/12/2019	cel1	CL	1	2830	320,9700012	2747,530029	V110164	X800022	0	CL - SMARTPHONE	CL - PREMIUM
61	29/11/2019	lavaseca110kg	LB	1	2678	422,2799988	2614,050049	V111810	H134032	0	LB - LAVANDERIA	LB - LAVA & SECA
76	10/12/2019	cel3	CL	1	4038,719971	520,6599731	3331,560059	V87387311	H500232	1	CL - SMARTPHONE	CL - PREMIUM
6C	05/01/2020	cel4	CL	1	3755,97998	1045,959961	3009,719971	V873878784	L848551	0	CL - SMARTPHONE	CL - PREMIUM
19	05/12/2019	cel5	CL	1	3789,610107	448,5599976	3331,560059	V8730114	H4808182	1	CL - SMARTPHONE	CL - PREMIUM
9D	04/01/2020	tv55	VD	1	2440,02002	269,2799988	2308,76001	V8731013	H0015815	0	VD - TV 55 - 58	VD - TV 55 - 58
33	10/11/2019	lavaseca210kg	LB	1	2936	408,5299988	2584,48999	V101185	K2513810	0	LB - LAVANDERIA	LB - LAVA & SECA
6A	01/12/2019	cel1	CL	1	2699	175,1000061	2711,179932	V1101387	H48188110	1	CL - SMARTPHONE	CL - PREMIUM
61	29/11/2019	lavaseca110kg	LB	1	2599	288,5299988	2614,050049	V8731410	X585450	0	LB - LAVANDERIA	LB - LAVA & SECA
3C	20/11/2019	cel3	CL	1	3321,080078	-21,89999962	3331,560059	V111310	H428052	1	CL - SMARTPHONE	CL - PREMIUM
14	06/12/2019	cel4	CL	1	3499	201,5800018	2744,47998	V000186	X81538151	0	CL - SMARTPHONE	CL - PREMIUM
40	03/01/2020	cel5	CL	1	3341,919922	575,8900146	2935,070068	V1103687	H545001	1	CL - SMARTPHONE	CL - PREMIUM
9D	04/01/2020	tv55	VD	1	2383,800049	215,6499939	2308,76001	V8731434	H551033	0	VD - TV 55 - 58	VD - TV 55 - 58
66	22/11/2019	lavaseca210kg	LB	1	2678,310059	395,0599976	1918,579956	V110851	H4338814	1	LB - LAVANDERIA	LB - LAVA & SECA
25	21/12/2019	cel1	CL	1	2814,389893	379,0700073	2272,399902	V000186	B18105814	0	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2599	180,3000031	2658,689941	V106380	X8141251	0	LB - LAVANDERIA	LB - LAVA & SECA
16	09/11/2019	cel3	CL	1	3851,050049	451,1799927	3331,560059	V110331	H4058150	0	CL - SMARTPHONE	CL - PREMIUM
14	08/11/2019	cel4	CL	1	3428,02002	203,9499969	2744,47998	V000186	Z510223	0	CL - SMARTPHONE	CL - PREMIUM
6B	01/12/2019	cel5	CL	1	3499,98999	250,8500061	3331,560059	V873874687	H4815085	1	CL - SMARTPHONE	CL - PREMIUM
43	28/12/2019	tv55	VD	1	2787,530029	429,9400024	1766,030029	V87387515	O8155038	1	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2889,219971	588,5	2704,709961	V101185	M5810535	0	LB - LAVANDERIA	LB - LAVA & SECA
1B	21/12/2019	cel1	CL	1	2699	397,4599915	2141,73999	V1187440	Z3181425	1	CL - SMARTPHONE	CL - PREMIUM
33	19/12/2019	lavaseca110kg	LB	1	2849	375,0599976	2704,709961	V8731135	H522134	1	LB - LAVANDERIA	LB - LAVA & SECA
1	30/11/2019	cel3	CL	1	3499	508,8699951	3331,560059	V873878751	N052550	1	CL - SMARTPHONE	CL - PREMIUM
75	02/01/2020	cel4	CL	1	3315,790039	501,0400085	3127,199951	V104803	H5454881	1	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	488,3599854	2744,47998	V000186	L0081814	0	CL - SMARTPHONE	CL - PREMIUM
87	22/11/2019	tv55	VD	1	2450	59,59999847	1767,47998	V1187441	Y834100	0	VD - TV 55 - 58	VD - TV 55 - 58
66	30/11/2019	lavaseca210kg	LB	1	2623	245,8800049	1936,25	V1187183	H4811544	1	LB - LAVANDERIA	LB - LAVA & SECA
2D	23/11/2019	cel1	CL	1	2841,959961	426,269989	2535,139893	V8731134	Z128255	1	CL - SMARTPHONE	CL - PREMIUM
33	02/12/2019	lavaseca110kg	LB	1	2678,310059	384,9200134	2669,72998	V000186	X05581081	0	LB - LAVANDERIA	LB - LAVA & SECA
19	28/12/2019	cel3	CL	1	3315,790039	441,1799927	3117,209961	V1106876	W5850810	1	CL - SMARTPHONE	CL - PREMIUM
18	30/11/2019	cel4	CL	1	3402,02002	495,3099976	3270,959961	V111511	O0328811	0	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	488,3599854	2744,47998	V000186	Y252014	0	CL - SMARTPHONE	CL - PREMIUM
10	05/01/2020	tv55	VD	1	2498,919922	199,8999939	2455,169922	V1113687	K252853	1	VD - TV 55 - 58	VD - TV 55 - 58
66	30/11/2019	lavaseca210kg	LB	1	2678,310059	207,25	1936,25	V1011870	H450888	1	LB - LAVANDERIA	LB - LAVA & SECA
64	11/11/2019	cel1	CL	1	2832,330078	308,1499939	2267,409912	V103855	B0250812	1	CL - SMARTPHONE	CL - PREMIUM
33	02/01/2020	lavaseca110kg	LB	1	2699	-282,3599854	2704,709961	V873871871	H545541	1	LB - LAVANDERIA	LB - LAVA & SECA
5C	20/11/2019	cel3	CL	1	3177,76001	-91,12999725	3331,560059	V873878736	H428200	0	CL - SMARTPHONE	CL - PREMIUM
14	26/11/2019	cel4	CL	1	3499,810059	375,4599915	2744,47998	V000186	Z520054	0	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	488,3599854	2744,47998	V000186	B005504	0	CL - SMARTPHONE	CL - PREMIUM
20	29/12/2019	tv55	VD	1	2747,75	284,9700012	2455,169922	V101314	M002215	1	VD - TV 55 - 58	VD - TV 55 - 58
66	30/11/2019	lavaseca210kg	LB	1	2678,310059	211,0299988	1936,25	V105063	N103048	0	LB - LAVANDERIA	LB - LAVA & SECA
5	12/11/2019	cel1	CL	1	2699	-27,56999969	2535,139893	V000186	B553000	0	CL - SMARTPHONE	CL - PREMIUM
33	21/12/2019	lavaseca110kg	LB	1	2921,959961	391,8399963	2704,709961	V1015187	B128505	1	LB - LAVANDERIA	LB - LAVA & SECA
1D	21/12/2019	cel3	CL	1	2920,51001	-21,61000061	3331,560059	V87387646	X530245	1	CL - SMARTPHONE	CL - PREMIUM
81	26/11/2019	cel4	CL	1	3613,290039	346,9700012	3651,159912	V87318764	H444135	0	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	296,4299927	2744,47998	V000186	H4318381	0	CL - SMARTPHONE	CL - PREMIUM
61	10/11/2019	tv55	VD	1	2254,919922	-404,2099915	2392,030029	V87387615	N0880815	1	VD - TV 55 - 58	VD - TV 55 - 58
74	14/12/2019	lavaseca210kg	LB	1	2652,439941	341,8099976	2592,01001	V111146	N3314481	0	LB - LAVANDERIA	LB - LAVA & SECA
79	03/12/2019	cel1	CL	1	2699	239,7299957	2535,139893	V8730383	H482040	1	CL - SMARTPHONE	CL - PREMIUM
33	20/12/2019	lavaseca110kg	LB	1	2965,370117	425,8299866	2704,709961	V000186	W184804	0	LB - LAVANDERIA	LB - LAVA & SECA
1D	21/12/2019	cel3	CL	1	2841,969971	-122,9100037	3331,560059	V1103087	K004522	1	CL - SMARTPHONE	CL - PREMIUM
18	02/11/2019	cel4	CL	1	3747,669922	317,0299988	3270,939941	V1187061	X41815081	0	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	488,3599854	2744,47998	V000186	L505025	0	CL - SMARTPHONE	CL - PREMIUM
8D	23/12/2019	tv55	VD	1	2557,679932	28,18000031	2310,699951	V8731435	H531548	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2599	181,4400024	2704,709961	V106380	H4581542	0	LB - LAVANDERIA	LB - LAVA & SECA
33	21/11/2019	cel1	CL	1	2699	324,9500122	2535,139893	V000186	H428002	0	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2678,310059	305,019989	2658,689941	V000186	I022418	0	LB - LAVANDERIA	LB - LAVA & SECA
75	23/12/2019	cel3	CL	1	3830,870117	429,5100098	3331,560059	V108834	O84181581	0	CL - SMARTPHONE	CL - PREMIUM
22	02/12/2019	cel4	CL	1	3791,600098	50,18000031	3696,330078	V8731135	M3810010	1	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3374,100098	645,5	2744,47998	V000186	H432552	0	CL - SMARTPHONE	CL - PREMIUM
52	27/12/2019	tv55	VD	1	2787,530029	391,6600037	2387,649902	V873878714	H5383081	1	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2678,310059	303,9100037	2704,709961	V8738787387	I1840811	0	LB - LAVANDERIA	LB - LAVA & SECA
6C	14/11/2019	cel1	CL	1	2855,780029	392,3299866	2535,139893	V106153	M530015	1	CL - SMARTPHONE	CL - PREMIUM
33	31/12/2019	lavaseca110kg	LB	1	2965,370117	-98,70999908	2704,709961	V000186	M888112	0	LB - LAVANDERIA	LB - LAVA & SECA
64	05/01/2020	cel3	CL	1	2800	305,2000122	2478,669922	V103831	H5520581	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel4	CL	1	3568,97998	603,789978	2744,47998	V106380	M481450	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3374,100098	424,0700073	2744,47998	V87387313	H430051	1	CL - SMARTPHONE	CL - PREMIUM
33	07/11/2019	tv55	VD	1	2447,179932	-30,01000023	2455,169922	V000186	W5458115	0	VD - TV 55 - 58	VD - TV 55 - 58
33	29/11/2019	lavaseca210kg	LB	1	2678,310059	324,3399963	2704,709961	V111451	H110850	0	LB - LAVANDERIA	LB - LAVA & SECA
64	07/11/2019	cel1	CL	1	2841,969971	285,6000061	2267,409912	V103855	H3081340	1	CL - SMARTPHONE	CL - PREMIUM
33	26/12/2019	lavaseca110kg	LB	1	2849	403,5499878	2704,709961	V101443	I030008	1	LB - LAVANDERIA	LB - LAVA & SECA
14	25/11/2019	cel3	CL	1	3499,810059	674,9899902	2744,669922	V000186	H430431	0	CL - SMARTPHONE	CL - PREMIUM
83	26/12/2019	cel4	CL	1	3315	-98,40000153	3607,929932	V111011	Y345081	0	CL - SMARTPHONE	CL - PREMIUM
69	04/11/2019	cel5	CL	1	3704,050049	292,6799927	3331,560059	V1187130	H305505	0	CL - SMARTPHONE	CL - PREMIUM
38	14/12/2019	tv55	VD	1	3043,300049	343,3399963	2482,48999	V87387446	M053235	1	VD - TV 55 - 58	VD - TV 55 - 58
33	30/11/2019	lavaseca210kg	LB	1	2678	79	2704,709961	V1053870	N204550	1	LB - LAVANDERIA	LB - LAVA & SECA
3D	02/12/2019	cel1	CL	1	2855,25	329,6499939	2535,139893	V111340	W455054	1	CL - SMARTPHONE	CL - PREMIUM
33	26/12/2019	lavaseca110kg	LB	1	3105,409912	636,2399902	2704,709961	V873871871	Z550853	0	LB - LAVANDERIA	LB - LAVA & SECA
75	03/01/2020	cel3	CL	1	3221,02002	512,539978	2989,449951	V873873187	H5481051	1	CL - SMARTPHONE	CL - PREMIUM
14	28/11/2019	cel4	CL	1	3099	-75,22000122	2744,47998	V87387416	B81818545	0	CL - SMARTPHONE	CL - PREMIUM
14	26/11/2019	cel5	CL	1	3274,100098	555,7600098	2744,47998	V000186	I145501	0	CL - SMARTPHONE	CL - PREMIUM
39	22/11/2019	tv55	VD	1	3307,26001	552,7999878	1767,47998	V111643	N1458581	0	VD - TV 55 - 58	VD - TV 55 - 58
33	30/11/2019	lavaseca210kg	LB	1	2966,110107	431,3900146	2704,709961	V10687387	K022048	0	LB - LAVANDERIA	LB - LAVA & SECA
41	14/12/2019	cel1	CL	1	2699	633,1300049	2141,73999	V8730108	B1581104	1	CL - SMARTPHONE	CL - PREMIUM
33	18/12/2019	lavaseca110kg	LB	1	2678,790039	-273,7099915	2704,709961	V001111	T455110	0	LB - LAVANDERIA	LB - LAVA & SECA
1A	10/11/2019	cel3	CL	1	3686,310059	86,90000153	3331,560059	V111111	L3581504	0	CL - SMARTPHONE	CL - PREMIUM
18	14/11/2019	cel4	CL	1	3754,969971	329,1000061	3270,939941	V110164	Z812008	0	CL - SMARTPHONE	CL - PREMIUM
14	26/11/2019	cel5	CL	1	3274,100098	555,7600098	2744,47998	V000186	M034455	0	CL - SMARTPHONE	CL - PREMIUM
33	27/11/2019	tv55	VD	1	2262	-221,8000031	2455,169922	V87303873	N881848181	0	VD - TV 55 - 58	VD - TV 55 - 58
25	30/11/2019	lavaseca210kg	LB	1	2599	-57,59000015	2716,860107	V106380	H45081810	0	LB - LAVANDERIA	LB - LAVA & SECA
1D	18/12/2019	cel1	CL	1	2795,530029	494,230011	2141,73999	V110306	H518402	1	CL - SMARTPHONE	CL - PREMIUM
33	17/12/2019	lavaseca110kg	LB	1	2681,820068	251,8300018	2704,709961	V873874587	K020205	0	LB - LAVANDERIA	LB - LAVA & SECA
